สถานี,วันที่-เวลา,pH,DO,EC,Temp
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 15:00,6.3,0.7,437.5,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 15:30,6.3,0.6,436.6,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 16:00,6.4,0.5,435.6,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 16:30,6.4,0.5,434.4,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 17:00,6.4,0.4,432.9,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 17:30,6.4,0.4,431.4,26.7
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 18:00,6.4,0.3,430,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 18:30,6.4,0.3,423.7,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 19:00,6.4,0.2,422.9,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 19:30,6.5,0.2,422,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 20:00,6.5,0.2,420.9,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 20:30,6.5,0.2,420.4,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 21:00,6.5,0.2,419.9,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 21:30,6.4,0.2,419.5,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 22:00,6.4,0.2,419.7,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 22:30,6.4,0.3,419.9,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 23:00,6.4,0.2,419.9,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),26 ม.ค.2558 23:30,6.4,0.3,419.9,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 00:00,6.4,0.2,419.6,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 00:30,6.4,0.2,419.5,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 01:00,6.4,0.2,419.1,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 01:30,6.4,0.2,418.2,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 02:00,6.4,0.2,411.3,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 02:30,6.4,0.1,410.5,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 03:00,6.4,0.2,409.5,26.2
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 03:30,6.4,0.1,408.1,26.2
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 04:00,6.5,0.1,406.7,26.1
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 04:30,6.5,0.1,400.5,26.1
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 05:00,6.5,0.1,395.4,26.1
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 05:30,6.5,0.1,390.7,26.1
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 06:00,6.5,0.2,390.8,26
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 06:30,6.5,0.1,390.2,26
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 07:00,6.5,0.1,389.6,26
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 07:30,6.5,0.1,388.5,26
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 08:00,6.5,0.1,388.1,26
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 08:30,6.5,0.1,387.9,26
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 09:00,6.5,0.1,388,26.1
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 09:30,6.5,0.1,388.4,26.2
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 10:00,6.4,0.1,388.7,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 10:30,6.4,0.1,384.3,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 11:00,6.4,0.2,380.6,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 11:30,6.4,0.2,381.7,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 12:00,6.3,0.3,383.1,26.7
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 12:30,6.3,0.5,384.2,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 13:00,6.3,0.4,384.9,26.9
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 13:30,6.3,0.6,385.3,26.9
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 14:00,6.3,0.9,379.8,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 14:30,6.3,1,375,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 15:00,6.3,1.1,375.1,27.2
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 15:30,6.4,0.5,372.9,27.1
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 16:00,6.4,0.4,375,27
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 16:30,6.4,0.4,374.3,27
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 17:00,6.4,0.3,373.6,27
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 17:30,6.4,0.3,372.9,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 18:00,6.4,0.2,372.2,26.7
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 18:30,6.5,0.1,367.8,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 19:00,6.5,0.1,365,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 19:30,6.5,0.1,362.1,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 20:00,6.5,0.1,359.1,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 20:30,6.5,0.1,356.8,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 21:00,6.5,0.1,354.4,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 21:30,6.5,0.1,354.8,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 22:00,6.5,0.1,355.2,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 22:30,6.5,0.1,352.2,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 23:00,6.5,0.1,352.9,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),27 ม.ค.2558 23:30,6.4,0.1,350.2,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 00:00,6.4,0.1,347.8,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 00:30,6.4,0.1,348.5,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 01:00,6.4,0.1,349.2,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 01:30,6.4,0.1,346.9,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 02:00,6.4,0.1,347.4,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 02:30,6.4,0.1,347.9,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 03:00,6.4,0.1,348.1,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 03:30,6.4,0.1,348,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 04:00,6.4,0.1,347.7,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 04:30,6.4,0.1,347.4,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 05:00,6.5,0.1,344.4,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 05:30,6.5,0.1,344.6,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 06:00,6.5,0.1,344.6,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 06:30,6.5,0.1,341.4,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 07:00,6.5,0.1,341.5,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 07:30,6.5,0.1,341.8,26.2
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 08:00,6.5,0.1,339.2,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 08:30,6.5,0.1,339.8,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 09:00,6.5,0.2,340.2,26.3
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 09:30,6.4,0.1,337.6,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 10:00,6.4,0.1,335.7,26.4
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 10:30,6.4,0.1,336.6,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 11:00,6.4,0.1,337.9,26.7
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 11:30,6.4,0.2,339.1,26.7
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 12:00,6.3,0.3,340.1,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 12:30,6.3,0.3,341,26.9
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 13:00,6.3,0.3,342.1,27
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 13:30,6.3,0.4,342.9,27
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 14:00,6.3,0.5,343.3,27.1
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 14:30,6.3,0.9,343.4,27.2
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 15:00,6.3,1.1,343.5,27.2
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 15:30,6.3,0.6,343.7,27.2
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 16:00,6.3,0.3,343.3,27.2
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 16:30,6.4,0.3,343.4,27.2
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 17:00,6.4,0.3,343,27.1
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 17:30,6.4,0.2,342.7,27
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 18:00,6.4,0.2,342,26.9
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 18:30,6.4,0.2,341.1,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 19:00,6.4,0.1,340.3,26.7
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 19:30,6.4,0.1,339.5,26.7
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 20:00,6.4,0.1,336.1,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 20:30,6.4,0.1,333.7,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 21:00,6.4,0.1,331.3,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 21:30,6.4,0.1,331.3,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 22:00,6.4,0.2,331.4,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 22:30,6.4,0.1,331.4,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 23:00,6.4,0.1,331.4,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),28 ม.ค.2558 23:30,6.4,0.1,331.5,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 00:00,6.4,0.1,331.8,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 00:30,6.4,0.1,329.7,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 01:00,6.4,0.1,329.7,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 01:30,6.4,0.1,327.8,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 02:00,6.4,0.1,328.1,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 02:30,6.4,0.1,328.5,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 03:00,6.4,0.4,328.9,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 03:30,6.4,0.3,329.2,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 04:00,6.4,0.2,329.5,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 04:30,6.4,0.1,327.6,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 05:00,6.4,0.1,327.8,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 05:30,6.4,0.1,325.8,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 06:00,6.4,0.1,323.8,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 06:30,6.4,0.1,324.3,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 07:00,6.4,0.1,324.5,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 07:30,6.4,0.1,324.8,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 08:00,6.4,0.1,324.9,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 08:30,6.4,0.1,323.1,26.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 09:00,6.4,0.2,323.6,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 09:30,6.3,0.2,324.4,26.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 10:00,6.3,0.1,325.3,26.7
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 10:30,6.3,0.1,326.2,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 11:00,6.3,0.1,324.7,26.7
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 11:30,6.3,0.2,325.3,26.9
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 12:00,6.2,0.2,324.3,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 12:30,6.2,0.3,323.1,26.8
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 13:00,6.2,0.7,324.4,27.1
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 13:30,6.1,1.5,325.9,27.3
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 14:00,6.1,2.4,327,27.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 14:30,6.2,2.3,327.5,27.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 15:00,6.2,2.4,327.8,27.6
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 15:30,6.2,1.6,328.1,27.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 16:00,6.2,1.6,327.8,27.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 16:30,6.2,0.8,327.5,27.4
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 17:00,6.3,0.4,327.1,27.3
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 17:30,6.3,0.3,326.6,27.2
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 18:00,6.3,0.2,325.9,27.1
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 18:30,6.3,0.3,325.2,27
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 19:00,6.4,0.2,322.1,26.9
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 19:30,6.4,0.2,321.6,27
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 20:00,6.4,0.1,321.1,27
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 20:30,6.4,0.1,320.6,26.9
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 21:00,6.4,0.1,320,26.9
กระทุ่มแบน จ.สมุทรสาคร (117),29 ม.ค.2558 21:30,6.4,0.1,317.2,26.8
