สถานี,วันที่-เวลา,pH,DO,EC,Temp
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 08:30,11.5,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 09:00,11.4,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 09:30,11.4,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 10:00,11.4,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 10:30,11.5,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 11:00,11.6,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 11:30,11.6,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 12:00,11.6,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 12:30,11.7,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 13:00,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 13:30,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 14:00,11.8,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 14:30,11.8,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 15:00,11.8,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 15:30,11.9,7.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 16:00,11.9,7.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 16:30,11.9,7.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 17:00,11.9,7.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 17:30,11.9,7.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 18:00,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 18:30,11.9,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 19:00,11.8,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 19:30,11.8,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 20:00,11.7,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 20:30,11.7,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 21:00,11.6,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 21:30,11.7,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 22:00,11.7,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 22:30,11.7,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 23:00,11.7,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),27 ธ.ค.2558 23:30,11.7,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 00:00,11.7,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 00:30,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 01:00,11.6,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 01:30,11.6,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 02:00,11.6,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 02:30,11.6,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 03:00,11.6,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 03:30,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 04:00,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 04:30,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 05:00,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 05:30,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 06:00,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 06:30,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 07:00,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 07:30,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 08:00,11.5,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 08:30,11.4,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 09:00,11.4,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 09:30,11.4,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 10:00,11.5,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 10:30,11.6,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 11:00,11.7,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 11:30,11.8,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 12:00,11.8,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 12:30,11.8,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 13:00,11.8,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 13:30,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 14:00,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 14:30,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 15:00,11.8,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 15:30,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 16:00,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 16:30,11.9,7.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 17:00,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 17:30,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 18:00,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 18:30,11.9,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 19:00,11.9,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 19:30,11.8,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 20:00,11.8,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 20:30,11.7,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 21:00,11.7,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 21:30,11.7,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 22:00,11.7,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 22:30,11.7,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 23:00,11.7,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),28 ธ.ค.2558 23:30,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 00:00,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 00:30,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 01:00,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 01:30,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 02:00,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 02:30,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 03:00,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 03:30,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 04:00,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 04:30,11.6,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 05:00,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 05:30,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 06:00,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 06:30,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 07:00,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 07:30,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 08:00,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 08:30,11.5,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 09:00,11.5,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 09:30,11.5,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 10:00,11.6,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 10:30,11.7,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 11:00,11.7,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 11:30,11.8,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 12:00,11.8,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 12:30,11.8,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 13:00,11.8,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 13:30,11.8,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 14:00,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 14:30,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 15:00,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 15:30,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 16:00,11.9,7.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 16:30,11.9,7.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 17:00,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 17:30,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 18:00,11.9,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 18:30,11.8,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 19:00,11.8,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 19:30,11.9,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 20:00,11.9,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 21:00,11.8,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 21:30,11.8,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 22:00,11.7,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 22:30,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 23:00,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),29 ธ.ค.2558 23:30,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 00:00,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 00:30,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 01:00,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 01:30,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 02:00,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 02:30,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 03:00,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 03:30,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 04:00,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 04:30,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 05:00,11.7,8.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 05:30,11.7,8.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 06:00,11.7,8.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 06:30,11.7,8.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 07:00,11.6,8.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 07:30,11.6,8.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 08:00,11.6,8.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 08:30,11.5,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 09:00,11.4,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 09:30,11.4,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 10:00,11.5,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 10:30,11.6,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 11:00,11.7,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 11:30,11.8,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 12:00,11.8,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 12:30,11.8,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 13:00,11.8,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 13:30,11.8,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 14:00,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 14:30,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 15:00,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 15:30,11.9,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 16:00,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 16:30,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 17:00,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 17:30,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 18:00,11.9,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 18:30,11.8,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 19:00,11.9,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 19:30,11.9,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 20:00,11.8,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 20:30,11.8,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 21:00,11.7,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 21:30,11.7,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 22:00,11.7,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 22:30,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 23:00,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),30 ธ.ค.2558 23:30,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 00:00,11.7,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 00:30,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 01:00,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 01:30,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 02:00,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 02:30,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 03:00,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 03:30,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 04:00,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 04:30,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 05:00,11.7,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 05:30,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 06:00,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 06:30,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 07:00,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 07:30,11.7,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 08:00,11.6,8.1,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 08:30,11.5,8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 09:00,11.5,7.9,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 09:30,11.6,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 10:00,11.7,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 10:30,11.8,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 11:00,11.8,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 11:30,11.8,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 12:00,11.8,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 12:30,11.8,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 13:00,11.9,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 13:30,11.9,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 14:00,11.9,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 14:30,11.9,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 15:00,11.9,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 15:30,11.9,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 16:00,11.9,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 16:30,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 17:00,11.9,7.2,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 17:30,11.9,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 18:00,11.9,7.3,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 18:30,11.9,7.4,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 19:00,11.9,7.5,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 19:30,11.9,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 20:00,11.9,7.6,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 20:30,11.9,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 21:00,11.9,7.7,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 21:30,11.9,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 22:00,11.9,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 22:30,11.8,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 23:00,11.8,7.8,-,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),31 ธ.ค.2558 23:30,11.8,7.8,-,35.5
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 00:00,7.2,0.1,937,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 00:30,7.2,0.1,937.8,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 01:00,7.2,0.1,899.3,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 01:30,7.2,0.1,903,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 02:00,7.2,0.1,857.4,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 02:30,7.2,0.1,839.8,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 03:00,7.2,0.1,836.4,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 03:30,7.2,0.1,819.4,26.7
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 04:00,7.2,0.1,748.5,26.7
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 04:30,7.2,0.1,735.8,26.7
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 05:00,7.2,0.1,712,26.7
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 05:30,7.2,0.1,708.4,26.6
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 06:00,7.2,0.1,712.3,26.6
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 06:30,7.2,0.1,679.9,26.6
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 07:00,7.2,0.1,680.2,26.6
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 07:30,7.2,0.1,669.2,26.6
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 08:00,7.2,0.1,676.9,26.6
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 08:30,7.2,0.1,670.5,26.6
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 09:00,7.2,0.1,662.1,26.5
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 09:30,7.2,0.1,662.1,26.5
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 10:00,7.2,0.1,662.1,26.5
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 10:30,7.2,0.1,693.1,26.6
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 11:00,7.2,0.1,696.8,26.6
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 11:30,7.2,0.1,705.5,26.6
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 12:00,7.2,0.1,735.4,26.7
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 12:30,7.2,0.1,750.1,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 13:00,7.2,0.1,791.5,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 13:30,7.2,0.1,846.6,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 14:00,7.2,0.1,857.4,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 14:30,7.2,0.1,871,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 15:00,7.2,0.1,890.1,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 15:30,7.2,0.1,922.1,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 16:00,7.2,0.1,925.2,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 16:30,7.2,0.1,952.5,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 17:00,7.2,0.1,984.8,26.9
